StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,Q89,D1 - gender,D2 - age,D3 - education,D4 - fluent?,D5 - ethnicity,Q54_First Click,Q54_Last Click,Q54_Page Submit,Q54_Click Count,Q63,Q64,A1_Attention_Check,Q65,Q1001_1,Q10002_1,Q1003_1,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q66,Q67,Q68,Q1005_1,Q1006_1,Q1007_1,A2_Attention_Check_1,A2_Attention_Check_2,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,Q69,Q70,Q71,Q125_1,Q126_1,Q127_1,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q72,Q73,Q74,Q129_1,Q130_1,Q131_1,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q99,Q100,B1_Attention_Check,Q101,Q133_1,Q134_1,Q135_1,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q102,Q103,Q104,Q137_1,Q138_1,Q139_1,B2_Attention_Check_1,B2_Attention_Check_2,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q105,Q106,Q107,Q141_1,Q142_1,Q143_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q108,Q109,Q110,Q145_1,Q146_1,Q147_1,Problems?,problems p2,Seen Before?,Study about?,Other Feedback?,Attention_groupA,Attention_groupB,FL_5_DO
23/12/2022 15:02,23/12/2022 15:06,IP Address,100,247,TRUE,23/12/2022 15:06,R_2wzvrF2JL7q6AUT,,,,,51.5571,-0.2972,anonymous,EN,,I agree to complete this survey,Male,22,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,0,0,122.194,0,A small town in Texas,Texas,,Microsoft familiarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
27/12/2022 06:17,27/12/2022 06:28,IP Address,100,639,TRUE,27/12/2022 06:28,R_3IT7eiNCdSdRrd6,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Male,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,122.077,0,A town in Washington,Duke,,Fast typing,10,8,9,0,0,176.644,0,California,Consumer Science,Work culture and client types were different,4,5,3,,,0,0,110.961,0,Outdoor activities,Social and Political Studies,Ambidexterity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
28/12/2022 16:11,28/12/2022 16:26,IP Address,100,851,TRUE,28/12/2022 16:26,R_2WOIbAr1DUjeTgF,,,,,51.5095,-0.0955,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,131.445,0,A small town in Massachusetts,Cornell,,Fast typing,5,6,10,0,0,179.133,0,West Virginia,Political Science and Communications,Work culture and client types were different,4,4,10,,,0,0,110.911,0,Outdoor activities,Social and Political Studies,Photographic memory,2,2,10,0,0,161.918,0,Wisconsin,Princeton,ACLU,7,4,9,There were minor problems,videos kept lagging ,"No, this is my first time",-,-,,,FL_21
04/01/2023 10:17,04/01/2023 10:17,IP Address,12,36,FALSE,04/01/2023 11:17,R_2SdCyk63R1MyB6j,,,,,,,anonymous,EN,,I agree to complete this survey,Male,23,Postgraduate degree (MSc/MA/MRES/PhD or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2023 10:58,08/01/2023 11:02,IP Address,100,235,TRUE,08/01/2023 11:02,R_8DoxPh4AcCON0rv,,,,,51.4648,-0.0373,anonymous,EN,,I agree to complete this survey,Female,19,Undergraduate degree (BSc/BA or equivalent),Yes,White,0,0,123.891,0,A small town in Massachusetts,Cornell,,Drafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
08/01/2023 12:24,08/01/2023 12:47,IP Address,100,1402,TRUE,08/01/2023 12:47,R_ypSlLnGuGxWcEGl,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,126.999,0,A small town in Massachusetts,Duke,,Fast typing,6,6,4,14.154,14.154,179.634,1,California,Political Science and Communications,Work culture and client types were different,6,6,5,,,0,0,111.815,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,5,5,6,0,0,182.799,0,Wisconsin,Princeton,ACLU,7,7,7,There were minor problems,volume was changing between videos and at some points it was unclear what the interviewees were saying (muffled sound) ,"No, this is my first time","Assessing job applicants based on their university status, prior work experience, and ability to answer questions.",-,,,FL_21
09/01/2023 11:07,09/01/2023 11:25,IP Address,100,1054,TRUE,09/01/2023 11:25,R_116DAQQYltV26c7,,,,,51.6001,-0.2617,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,128.397,0,A small town in Massachusetts,Texas,,Fast typing,3,4,6,0.976,13.916,188.364,8,California,Political Science and Communications,Work culture and client types were different,9,8,9,,,0,0,111.994,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,6,6,8,0,0,163.079,0,Wisconsin,Princeton,ACLU,6,4,7,There were minor problems,I had to replay the second video in order for me to move on,"No, this is my first time",idk,-99,,,FL_21
10/01/2023 14:37,10/01/2023 14:52,IP Address,100,914,TRUE,10/01/2023 14:52,R_1kSsPuRfnThnIWC,,,,,51.4964,-0.1224,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,127.755,0,A small town in Massachusetts,Texas,,Fast typing,7,4,9,0,0,185.242,0,California,Political Science and Communications,Work culture and client types were different,9,8,6,,,0,0,118.732,0,Outdoor activities,Social and Political Studies,Photographic memory,1,7,10,0,0,169.414,0,Illinois,Vanderbilt,ACLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
10/01/2023 17:39,10/01/2023 17:55,IP Address,100,943,TRUE,10/01/2023 17:55,R_2vZbw4axPBzVum8,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,124.318,0,A small town in Massachusetts,Duke,,Fast typing,7,7,6,0,0,179.613,0,California,Political Science and Communications,Work culture and client types were different,8,7,5,,,0,0,111.079,0,Outdoor activities,Investment Science,Photographic memory,6,7,6,0,0,162.446,0,Wisconsin,Princeton,ACLU,7,7,5,It went smoothly,-99,"No, this is my first time",how likability affects employability,-99,,,FL_21
12/01/2023 08:51,12/01/2023 09:07,IP Address,100,964,TRUE,12/01/2023 09:07,R_3eaxN64KO9gskNK,,,,,51.4863,-0.101,anonymous,EN,,I agree to complete this survey,Male,20,Sixth form (A levels or equivalent),Yes,Mixed / Multiple ethnic groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,123.32,0,A small town in Massachusetts,Duke,,Fast typing,6,5,4,0,0,182.583,0,California,Political Science and Communications,The other firm was insolvent,8,7,8,,,0,0,111.781,0,Outdoor activities,Psychology and Sociology,Photographic memory,2,8,10,0,0,161.942,0,Wisconsin,Stanford,NAACP,,,,,,,,,,,FL_21
13/01/2023 03:14,13/01/2023 03:15,IP Address,54,39,FALSE,13/01/2023 04:15,R_20VxAQQaOLdGPkx,,,,,,,anonymous,EN,,I agree to complete this survey,Female,37,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
13/01/2023 09:18,13/01/2023 09:34,IP Address,100,985,TRUE,13/01/2023 09:34,R_2zOpKNQIcnA7DJ9,,,,,53.7999,-1.5125,anonymous,EN,,I agree to complete this survey,Male,29,Undergraduate degree (BSc/BA or equivalent),Yes,Other,6.293,16.045,121.554,2,A small town in Massachusetts,Texas,,Fast typing,4,4,5,0,0,177.38,0,California,Consumer Science,Work culture and client types were different,7,8,7,,,0,0,110.869,0,Outdoor activities,"Science, Technology, and Society",Ambidexterity,6,8,6,0,0,161.174,0,Wisconsin,Princeton,ACLU,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There were minor problems,"The videos where not mobile friendly and shown me the screen only half page. Also, the third interview was cutting off at the begining for a while.","No, this is my first time",How an HR can be attentive to what applicants say about specific questions without writing a note and how they use these data to decide whether or not take an applicant.,N/A.,,,FL_20
13/01/2023 09:50,13/01/2023 10:09,IP Address,100,1086,TRUE,13/01/2023 10:09,R_86XX9YnioF2Q3tf,,,,,51.5466,-0.1232,anonymous,EN,,I agree to complete this survey,Female,41,Undergraduate degree (BSc/BA or equivalent),Yes,White,21.503,26.697,123.8,3,A small town in Massachusetts,Duke,,Fast typing,7,8,8,2.157,368.772,371.232,8,California,Political Science and Communications,Work culture and client types were different,7,8,8,,,6.327,96.318,112.417,3,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,6,8,2.485,50.368,164.157,2,Wisconsin,Princeton,ACLU,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",Our judgment of character and competence through video footage,-99,,,FL_20
13/01/2023 10:13,13/01/2023 10:28,IP Address,100,922,TRUE,13/01/2023 10:28,R_2aCR7yCAlMe9zAA,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Male,18,Sixth form (A levels or equivalent),Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,133.326,0,A small town in Massachusetts,Cornell,,Fast typing,6,7,6,0,0,180.271,0,West Virginia,Political Science and Communications,Work culture and client types were different,8,5,8,,,0,0,112.621,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,3,5,9,0,0,164.403,0,Illinois,Princeton,ACLU,4,5,8,It went smoothly,-99,"No, this is my first time",How tone and the way one conveys themselves increases their likability to other people,No,,,FL_21
13/01/2023 09:37,13/01/2023 09:50,IP Address,87,787,FALSE,13/01/2023 10:50,R_3FWYKdBBLKp9UM8,,,,,,,anonymous,EN,,I agree to complete this survey,Female,41,Undergraduate degree (BSc/BA or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,82.601,123.232,4,A small town in Massachusetts,Duke,,Fast typing,8,8,7,6.354,180.362,181.017,5,California,Political Science and Communications,Work culture and client types were different,9,8,7,,,6.244,6.244,113.874,1,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,6,7,5.555,161.798,162.592,3,,,,,,,,,,,,,,FL_21
13/01/2023 10:09,13/01/2023 10:10,IP Address,12,32,FALSE,13/01/2023 11:10,R_2c1vTagySTlNnN1,,,,,,,anonymous,EN,,I agree to complete this survey,Female,41,Undergraduate degree (BSc/BA or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2023 12:11,13/01/2023 12:24,IP Address,100,787,TRUE,13/01/2023 12:24,R_3G0roScXqvt6IR2,,,,,52.2242,0.1315,anonymous,EN,,I agree to complete this survey,Male,34,Postgraduate degree (MSc/MA/MRES/PhD or equivalent),Yes,White,0,0,123.491,0,A small town in Massachusetts,Texas,,Fast typing,7,5,5,13.551,13.551,175.79,1,Iowa,Political Science and Communications,Work culture and client types were different,4,5,6,,,0,0,111.083,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,5,8,7,0,0,161.166,0,Wisconsin,Rice,NAACP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
14/01/2023 06:30,14/01/2023 06:44,IP Address,100,825,TRUE,14/01/2023 06:44,R_2aqrWdbeyeIfe1J,,,,,51.5428,-0.1978,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.976,0,A small town in Massachusetts,Duke,,Fast typing,6,6,5,0,0,178.968,0,California,Political Science and Communications,Work culture and client types were different,5,4,7,,,0,0,110.815,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,6,7,162.019,162.019,162.625,1,Wisconsin,Vanderbilt,ACLU,3,3,8,It went smoothly,-99,"No, this is my first time",social perception and attribution,-99,,,FL_21
14/01/2023 09:07,14/01/2023 09:10,IP Address,56,173,FALSE,14/01/2023 10:10,R_2ttZoLJMvq2ICYO,,,,,,,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,124.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
14/01/2023 09:13,14/01/2023 09:15,IP Address,54,117,FALSE,14/01/2023 10:15,R_ThIAf5QbWP1d2hj,,,,,,,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
14/01/2023 09:10,14/01/2023 09:19,IP Address,66,513,FALSE,14/01/2023 10:19,R_pKOmfmmb07q72mt,,,,,,,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,121.571,0,A small town in Massachusetts,Duke,,Fast typing,7,7,8,0,0,178.468,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
14/01/2023 09:17,14/01/2023 09:19,IP Address,1,116,FALSE,14/01/2023 10:19,R_9pOspCm6LpssNC9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2023 11:14,14/01/2023 11:15,IP Address,100,50,TRUE,14/01/2023 11:15,R_sCh2QlkDgLtrPS9,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Male,19,Sixth form (A levels or equivalent),No,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2023 11:15,14/01/2023 11:18,IP Address,100,177,TRUE,14/01/2023 11:18,R_2X0XN5TNdyHYUu5,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Male,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,130.311,0,A small town in Massachusetts,Texas,,Drafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
15/01/2023 06:33,15/01/2023 06:50,IP Address,100,1015,TRUE,15/01/2023 06:50,R_2dGdaVTcKGHXyzK,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Mixed / Multiple ethnic groups,0,0,121.57,0,A small town in Massachusetts,Duke,,Fast typing,6,5,7,0,0,178.162,0,California,Political Science and Communications,Work culture and client types were different,8,7,7,,,0,0,111.648,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,5,8,0,0,163.646,0,Wisconsin,Stanford,ACLU,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",how confidence influence perception of likability and hireability,no,,,FL_20
16/01/2023 07:47,16/01/2023 07:48,IP Address,54,37,FALSE,16/01/2023 08:48,R_rpfg4SReXZzddi9,,,,,,,anonymous,EN,,I agree to complete this survey,Male,18,Prefer not to say,Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
16/01/2023 07:48,16/01/2023 07:48,IP Address,11,19,FALSE,16/01/2023 08:48,R_BAh8rHxyo4x4XWp,,,,,,,anonymous,EN,,I agree to complete this survey,Male,18,Prefer not to say,No,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2023 12:12,16/01/2023 12:28,IP Address,100,971,TRUE,16/01/2023 12:28,R_3nvgBE5pMExEz8F,,,,,51.5026,-0.066,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Black / African / Caribbean / Black British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.498,0,A small town in Massachusetts,Texas,,Fast typing,6,6,4,0,0,179.051,0,California,Political Science and Communications,Work culture and client types were different,6,5,3,,,0,0,115.815,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,7,5,217.459,217.459,218.262,1,Wisconsin,Princeton,ACLU,5,4,5,It went smoothly,-99,"No, this is my first time",How personality influences how likely someone is to get hired  ,-99,,,FL_21
16/01/2023 12:26,16/01/2023 12:42,IP Address,100,946,TRUE,16/01/2023 12:42,R_33mBXBxJlMroAH9,,,,,51.5128,-0.0638,anonymous,EN,,I agree to complete this survey,Female,20,Undergraduate degree (BSc/BA or equivalent),Yes,Mixed / Multiple ethnic groups,0,0,123.08,0,A small town in Massachusetts,Texas,,Fast typing,8,9,8,0,0,176.42,0,California,Political Science and Communications,Work culture and client types were different,10,8,9,,,0,0,110.866,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,5,7,6,0,0,161.11,0,Wisconsin,Princeton,ACLU,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There were minor problems,the volume and quality of the audio was at different levels for the videos,"No, this is my first time",the tone of the voice and its effect on hireability ,-99,,,FL_20
16/01/2023 12:57,16/01/2023 13:04,IP Address,100,409,TRUE,16/01/2023 13:04,R_1QsWuGk3v7SaPgr,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Male,20,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,123.535,0,A small town in Massachusetts,Texas,,Fast typing,4,5,5,0,0,181.29,0,Iowa,Political Science and Communications,There were too many downsides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
16/01/2023 13:54,16/01/2023 14:04,IP Address,100,647,TRUE,16/01/2023 14:04,R_40K26Rshbfswvkd,,,,,51.536,-0.0925,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,White,0,0,123.919,0,A small town in Massachusetts,Duke,,Word processing,6,7,3,0,0,176.125,0,California,Political Science and Communications,Work culture and client types were different,6,6,2,,,107.505,107.505,111.166,1,Outdoor activities,Social and Political Studies,Computer literacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
16/01/2023 14:53,16/01/2023 14:56,IP Address,100,178,TRUE,16/01/2023 14:56,R_3EcWdIOrMKUopcF,,,,,51.5571,-0.2972,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Black / African / Caribbean / Black British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.306,132.299,132.974,3,A small town in Massachusetts,MIT,,Word processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
16/01/2023 14:59,16/01/2023 15:13,IP Address,100,840,TRUE,16/01/2023 15:13,R_30oDFr6GBkWrwQI,,,,,51.5571,-0.2972,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Black / African / Caribbean / Black British,3.678,122.122,123.133,2,A small town in Massachusetts,Duke,,Drafting,6,10,9,0,0,177.635,0,California,Political Science and Communications,Work culture and client types were different,6,7,9,,,2.141,111.324,112.145,3,Outdoor activities,Psychology and Sociology,Photographic memory,7,7,7,29.9,32.013,263.485,3,Tennessee,Stanford,ACLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
17/01/2023 09:49,17/01/2023 09:53,IP Address,100,274,TRUE,17/01/2023 09:53,R_2CxNuXlXEx8H9To,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.359,0,A small town in Massachusetts,Cornell,,Word processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
17/01/2023 14:20,17/01/2023 14:31,IP Address,100,717,TRUE,17/01/2023 14:31,R_2wT4RhS98kyfg11,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,121.885,0,A small town in Massachusetts,Duke,,Fast typing,8,7,7,0,0,178.188,0,California,Political Science and Communications,Work culture and client types were different,8,8,6,,,0,0,112.139,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,8,9,8,0,0,161.002,0,Wisconsin,Princeton,ACLU,5,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",impressions of student interviews,-99,,,FL_20
17/01/2023 15:33,17/01/2023 15:51,IP Address,100,1072,TRUE,17/01/2023 15:51,R_3eyHSfUV2ce3G2m,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,White,121.029,121.029,121.537,1,A small town in Massachusetts,Duke,,Word processing,8,7,8,0,0,176.851,0,West Virginia,Political Science and Communications,Work culture and client types were different,3,4,10,,,0,0,114.221,0,Outdoor activities,Social and Political Studies,Photographic memory,9,9,10,0,0,168.633,0,South Carolina,Princeton,ACLU,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There were minor problems,The skype call in the middle 2 interviews kept freezing,"No, this is my first time",perception of individuals and importance,-99,,,FL_20
18/01/2023 06:30,18/01/2023 06:33,IP Address,54,211,FALSE,18/01/2023 07:34,R_u4e7WmrOssEbCWR,,,,,,,anonymous,EN,,I agree to complete this survey,Male,39,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
18/01/2023 08:52,18/01/2023 08:55,IP Address,100,188,TRUE,18/01/2023 08:55,R_2wLD3mU1O5XqHEU,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Female,19,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.802,119.802,122.919,1,A town in Nevada,Cornell,,Word processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
18/01/2023 08:56,18/01/2023 09:09,IP Address,100,817,TRUE,18/01/2023 09:09,R_2BxMFD7BZ212kYh,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Female,19,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,0,0,121.184,0,A small town in Texas,Duke,,Fast typing,8,8,7,0,0,176.185,0,West Virginia,Political Science and Communications,Work culture and client types were different,6,6,5,,,0,0,110.964,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,8,8,8,0,0,162.658,0,Tennessee,Princeton,ACLU,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",job application,no,,,FL_20
18/01/2023 08:44,18/01/2023 08:52,IP Address,56,465,FALSE,18/01/2023 10:10,R_3dY8vlf2bhzY0qk,,,,,,,anonymous,EN,,I agree to complete this survey,Female,19,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,0,0,327.718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
19/01/2023 07:35,19/01/2023 07:35,IP Address,1,26,FALSE,19/01/2023 08:35,R_u4YFQdQ0YfTfv3P,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2023 12:36,19/01/2023 13:03,IP Address,100,1604,TRUE,19/01/2023 13:03,R_3nviaUclAafwqBc,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Asian / Asian British,88.617,88.617,121.398,1,A small town in Massachusetts,Duke,,Word processing,9,8,9,0,0,180.394,0,California,Political Science and Communications,Work culture and client types were different,7,7,6,,,112.364,112.364,113.373,1,Outdoor activities,"Science, Technology, and Society",Photographic memory,8,8,9,0,0,161.44,0,Wisconsin,Princeton,ACLU,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",how the interviews would influence the hire,-99,,,FL_20
19/01/2023 12:18,19/01/2023 12:21,IP Address,54,148,FALSE,19/01/2023 13:21,R_cSZ1ej7naPr8htD,,,,,,,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
19/01/2023 17:49,19/01/2023 17:52,IP Address,100,193,TRUE,19/01/2023 17:52,R_3lXjRiFanKHohL4,,,,,51.5518,-0.1345,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.766,129.868,133.37,2,A small town in Massachusetts,MIT,,Drafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
